#chrom	chromStart	chromEnd	start	end	gene	plusminus65bpexonlength	exonlength	averagemappabilityl1000m0	exonbelow1mappabilityl1000m01yes0no	positionsbelow1mappabilityl1000m0	percpositionsbelow1mappabilityl1000m0	maxcontigousbasesmappabilityl1000m0
chr5	70197587	70197825	70197652	70197760	SERF1B	239	109	0.5	True	239	1	239
chr5	70203496	70203698	70203561	70203633	SERF1A	203	73	0.5	True	203	1	203
chr5	70203496	70203698	70203561	70203633	SERF1B	203	73	0.5	True	203	1	203
chr5	70220866	70221076	70220931	70221011	SMN1	211	81	0.5	True	211	1	211
chr5	70220866	70221076	70220931	70221011	SMN2	211	81	0.5	True	211	1	211
chr5	70234601	70234802	70234666	70234737	SMN1	202	72	0.5	True	202	1	202
chr5	70234601	70234802	70234666	70234737	SMN2	202	72	0.5	True	202	1	202
chr5	70237151	70237400	70237216	70237335	SMN1	250	120	0.5	True	250	1	250
chr5	70237151	70237400	70237216	70237335	SMN2	250	120	0.5	True	250	1	250
chr5	70238120	70238450	70238185	70238385	SMN1	331	201	0.5	True	331	1	331
chr5	70238120	70238450	70238185	70238385	SMN2	331	201	0.5	True	331	1	331
chr5	70238480	70238762	70238545	70238697	SMN1	283	153	0.727915194346	True	154	0.544169611307	154
chr5	70238480	70238762	70238545	70238697	SMN2	283	153	0.727915194346	True	154	0.544169611307	154
chr5	70240420	70240645	70240485	70240580	SMN1	226	96	0.984513274336	True	7	0.0309734513274	7
chr5	70240420	70240645	70240485	70240580	SMN2	226	96	0.984513274336	True	7	0.0309734513274	7
chr5	70269891	70270185	70269956	70270120	NAIP	295	165	0.5	True	295	1	295
chr5	70271922	70272138	70271987	70272073	NAIP	217	87	0.536866359447	True	201	0.926267281106	201
chr5	70279537	70281778	70279602	70281713	NAIP	2242	2112	0.583035957181	True	1819	0.811329170384	1325
chr5	70282507	70282694	70282572	70282629	NAIP	188	58	0.5	True	188	1	188
chr5	70283555	70283766	70283620	70283701	NAIP	212	82	0.5	True	212	1	212
chr5	70299538	70299749	70299603	70299684	NAIP	212	82	0.245990566038	True	212	1	212
chr5	70316421	70316676	70316486	70316611	NAIP	256	126	0.5	True	256	1	256
chr5	70337943	70338176	70338008	70338111	GTF2H2	234	104	0.668803418803	True	155	0.662393162393	155
chr5	70344524	70344741	70344589	70344676	GTF2H2	218	88	0.772935779817	True	99	0.454128440367	99
chr5	70344830	70345050	70344895	70344985	GTF2H2	221	91	0.496229253394	True	221	1	221
chr5	70357034	70357200	70357099	70357135	GTF2H2	167	37	0.805389221557	True	65	0.389221556886	65
chr5	70357450	70357657	70357515	70357592	GTF2H2	208	78	0.5	True	208	1	208
chr5	138837064	138837254	138837129	138837189	ECSCR	191	61	0.947643979058	True	10	0.0523560209424	10
chr5	177166536	177166736	177166601	177166671	FAM153A	201	71	0.935323383085	True	26	0.129353233831	26
chr5	180794223	180795291	180794288	180795226	OR4F16	1069	939	0.333333	True	1069	1	1069
chr5	180794223	180795291	180794288	180795226	OR4F29	1069	939	0.333333	True	1069	1	1069
chr5	180794223	180795291	180794288	180795226	OR4F3	1069	939	0.333333	True	1069	1	1069
chr6	31783469	31785524	31783534	31785459	HSPA1A	2056	1926	0.825875486381	True	716	0.348249027237	716
chr6	31795663	31797718	31795728	31797653	HSPA1B	2056	1926	0.825875486381	True	716	0.348249027237	716
chr6	31948366	31948643	31948431	31948578	STK19	278	148	0.758992805755	True	134	0.482014388489	134
chr6	31948716	31948891	31948781	31948826	STK19	176	46	0.5	True	176	1	176
chr6	31949820	31950014	31949885	31949949	C4A	195	65	0.5	True	195	1	195
chr6	31949820	31950014	31949885	31949949	C4B	195	65	0.5	True	195	1	195
chr6	31950017	31950345	31950082	31950280	C4A	329	199	0.5	True	329	1	329
chr6	31950017	31950345	31950082	31950280	C4B	329	199	0.5	True	329	1	329
chr6	31950430	31950761	31950495	31950696	C4A	332	202	0.5	True	332	1	332
chr6	31950430	31950761	31950495	31950696	C4B	332	202	0.5	True	332	1	332
chr6	31950841	31951041	31950906	31950976	C4A	201	71	0.5	True	149	1	149
chr6	31950841	31951041	31950906	31950976	C4B	201	71	0.5	True	149	1	149
chr6	31950990	31951208	31951055	31951143	C4A	219	89	0.5	True	219	1	219
chr6	31950990	31951208	31951055	31951143	C4B	219	89	0.5	True	219	1	219
chr6	31951297	31951509	31951362	31951444	C4A	213	83	0.5	True	213	1	213
chr6	31951297	31951509	31951362	31951444	C4B	213	83	0.5	True	213	1	213
chr6	31951550	31951776	31951615	31951711	C4A	227	97	0.5	True	227	1	227
chr6	31951550	31951776	31951615	31951711	C4B	227	97	0.5	True	227	1	227
chr6	31951785	31952020	31951850	31951955	C4A	236	106	0.5	True	203	1	203
chr6	31951785	31952020	31951850	31951955	C4B	236	106	0.5	True	203	1	203
chr6	31951988	31952250	31952053	31952185	C4A	263	133	0.5	True	263	1	263
chr6	31951988	31952250	31952053	31952185	C4B	263	133	0.5	True	263	1	263
chr6	31958904	31959149	31958969	31959084	C4A	246	116	0.5	True	215	1	215
chr6	31958904	31959149	31958969	31959084	C4B	246	116	0.5	True	215	1	215
chr6	31959119	31959428	31959184	31959363	C4A	310	180	0.5	True	310	1	310
chr6	31959119	31959428	31959184	31959363	C4B	310	180	0.5	True	310	1	310
chr6	31959444	31959756	31959509	31959691	C4A	313	183	0.5	True	313	1	313
chr6	31959444	31959756	31959509	31959691	C4B	313	183	0.5	True	313	1	313
chr6	31959759	31960074	31959824	31960009	C4A	316	186	0.5	True	316	1	316
chr6	31959759	31960074	31959824	31960009	C4B	316	186	0.5	True	316	1	316
chr6	31960098	31960386	31960163	31960321	C4A	289	159	0.5	True	289	1	289
chr6	31960098	31960386	31960163	31960321	C4B	289	159	0.5	True	289	1	289
chr6	31960508	31960764	31960573	31960699	C4A	257	127	0.5	True	257	1	257
chr6	31960508	31960764	31960573	31960699	C4B	257	127	0.5	True	257	1	257
chr6	31960802	31961006	31960867	31960941	C4A	205	75	0.5	True	205	1	205
chr6	31960802	31961006	31960867	31960941	C4B	205	75	0.5	True	205	1	205
chr6	31961137	31961464	31961202	31961399	C4A	328	198	0.934256055363	True	38	0.131487889273	38
chr6	31961137	31961464	31961202	31961399	C4B	328	198	0.934256055363	True	38	0.131487889273	38
chr6	31962210	31962549	31962275	31962484	C4A	340	210	0.782352941176	True	148	0.435294117647	148
chr6	31962210	31962549	31962275	31962484	C4B	340	210	0.782352941176	True	148	0.435294117647	148
chr6	31965417	31965606	31965482	31965541	C4A	190	60	0.5	True	190	1	190
chr6	31965417	31965606	31965482	31965541	C4B	190	60	0.5	True	190	1	190
chr6	31966526	31966749	31966591	31966684	C4A	224	94	0.5	True	191	1	191
chr6	31966526	31966749	31966591	31966684	C4B	224	94	0.5	True	191	1	191
chr6	31966717	31967033	31966782	31966968	C4A	317	187	0.5	True	301	1	301
chr6	31966717	31967033	31966782	31966968	C4B	317	187	0.5	True	301	1	301
chr6	31967018	31967238	31967083	31967173	C4A	221	91	0.5	True	181	1	181
chr6	31967018	31967238	31967083	31967173	C4B	221	91	0.5	True	181	1	181
chr6	31967199	31967403	31967264	31967338	C4A	205	75	0.5	True	205	1	205
chr6	31967199	31967403	31967264	31967338	C4B	205	75	0.5	True	205	1	205
chr6	31968765	31968997	31968830	31968932	C4A	233	103	0.5	True	233	1	233
chr6	31968765	31968997	31968830	31968932	C4B	233	103	0.5	True	233	1	233
chr6	31969033	31969252	31969098	31969187	C4A	220	90	0.5	True	175	1	175
chr6	31969033	31969252	31969098	31969187	C4B	220	90	0.5	True	175	1	175
chr6	31969208	31969436	31969273	31969371	C4A	229	99	0.5	True	229	1	229
chr6	31969208	31969436	31969273	31969371	C4B	229	99	0.5	True	229	1	229
chr6	31969489	31969702	31969554	31969637	C4A	214	84	0.5	True	214	1	214
chr6	31969489	31969702	31969554	31969637	C4B	214	84	0.5	True	214	1	214
chr6	31969835	31970097	31969900	31970032	C4A	263	133	0.5	True	263	1	263
chr6	31969835	31970097	31969900	31970032	C4B	263	133	0.5	True	263	1	263
chr6	31970111	31970382	31970176	31970317	C4A	272	142	0.5	True	272	1	272
chr6	31970111	31970382	31970176	31970317	C4B	272	142	0.5	True	272	1	272
chr6	31977433	31977714	31977498	31977649	TNXB	282	152	0.745901639344	True	124	0.508196721311	124
chr6	31977677	31977939	31977742	31977874	TNXB	263	133	0.843253968254	True	79	0.313492063492	79
chr6	31981453	31981629	31981518	31981564	STK19	177	47	0.5	True	177	1	177
chr6	31982558	31982752	31982623	31982687	C4A	195	65	0.5	True	195	1	195
chr6	31982558	31982752	31982623	31982687	C4B	195	65	0.5	True	195	1	195
chr6	31982755	31983083	31982820	31983018	C4A	329	199	0.5	True	329	1	329
chr6	31982755	31983083	31982820	31983018	C4B	329	199	0.5	True	329	1	329
chr6	31983168	31983499	31983233	31983434	C4A	332	202	0.5	True	332	1	332
chr6	31983168	31983499	31983233	31983434	C4B	332	202	0.5	True	332	1	332
chr6	31983579	31983779	31983644	31983714	C4A	201	71	0.5	True	149	1	149
chr6	31983579	31983779	31983644	31983714	C4B	201	71	0.5	True	149	1	149
chr6	31983728	31983946	31983793	31983881	C4A	219	89	0.5	True	219	1	219
chr6	31983728	31983946	31983793	31983881	C4B	219	89	0.5	True	219	1	219
chr6	31984035	31984247	31984100	31984182	C4A	213	83	0.5	True	213	1	213
chr6	31984035	31984247	31984100	31984182	C4B	213	83	0.5	True	213	1	213
chr6	31984288	31984514	31984353	31984449	C4A	227	97	0.5	True	227	1	227
chr6	31984288	31984514	31984353	31984449	C4B	227	97	0.5	True	227	1	227
chr6	31984523	31984758	31984588	31984693	C4A	236	106	0.5	True	203	1	203
chr6	31984523	31984758	31984588	31984693	C4B	236	106	0.5	True	203	1	203
chr6	31984726	31984988	31984791	31984923	C4A	263	133	0.5	True	263	1	263
chr6	31984726	31984988	31984791	31984923	C4B	263	133	0.5	True	263	1	263
chr6	31991642	31991887	31991707	31991822	C4A	246	116	0.5	True	215	1	215
chr6	31991642	31991887	31991707	31991822	C4B	246	116	0.5	True	215	1	215
chr6	31991857	31992166	31991922	31992101	C4A	310	180	0.5	True	310	1	310
chr6	31991857	31992166	31991922	31992101	C4B	310	180	0.5	True	310	1	310
chr6	31992182	31992494	31992247	31992429	C4A	313	183	0.5	True	313	1	313
chr6	31992182	31992494	31992247	31992429	C4B	313	183	0.5	True	313	1	313
chr6	31992497	31992812	31992562	31992747	C4A	316	186	0.5	True	316	1	316
chr6	31992497	31992812	31992562	31992747	C4B	316	186	0.5	True	316	1	316
chr6	31992836	31993124	31992901	31993059	C4A	289	159	0.5	True	289	1	289
chr6	31992836	31993124	31992901	31993059	C4B	289	159	0.5	True	289	1	289
chr6	31993246	31993502	31993311	31993437	C4A	257	127	0.5	True	257	1	257
chr6	31993246	31993502	31993311	31993437	C4B	257	127	0.5	True	257	1	257
chr6	31993540	31993744	31993605	31993679	C4A	205	75	0.5	True	205	1	205
chr6	31993540	31993744	31993605	31993679	C4B	205	75	0.5	True	205	1	205
chr6	31993875	31994202	31993940	31994137	C4A	328	198	0.934256055363	True	38	0.131487889273	38
chr6	31993875	31994202	31993940	31994137	C4B	328	198	0.934256055363	True	38	0.131487889273	38
chr6	31994948	31995287	31995013	31995222	C4A	340	210	0.782352941176	True	148	0.435294117647	148
chr6	31994948	31995287	31995013	31995222	C4B	340	210	0.782352941176	True	148	0.435294117647	148
chr6	31998154	31998343	31998219	31998278	C4A	190	60	0.5	True	190	1	190
chr6	31998154	31998343	31998219	31998278	C4B	190	60	0.5	True	190	1	190
chr6	31999263	31999486	31999328	31999421	C4A	224	94	0.5	True	191	1	191
chr6	31999263	31999486	31999328	31999421	C4B	224	94	0.5	True	191	1	191
chr6	31999454	31999770	31999519	31999705	C4A	317	187	0.5	True	301	1	301
chr6	31999454	31999770	31999519	31999705	C4B	317	187	0.5	True	301	1	301
chr6	31999755	31999975	31999820	31999910	C4A	221	91	0.5	True	181	1	181
chr6	31999755	31999975	31999820	31999910	C4B	221	91	0.5	True	181	1	181
chr6	31999936	32000140	32000001	32000075	C4A	205	75	0.5	True	205	1	205
chr6	31999936	32000140	32000001	32000075	C4B	205	75	0.5	True	205	1	205
chr6	32001502	32001734	32001567	32001669	C4A	233	103	0.5	True	233	1	233
chr6	32001502	32001734	32001567	32001669	C4B	233	103	0.5	True	233	1	233
chr6	32001770	32001989	32001835	32001924	C4A	220	90	0.5	True	175	1	175
chr6	32001770	32001989	32001835	32001924	C4B	220	90	0.5	True	175	1	175
chr6	32001945	32002173	32002010	32002108	C4A	229	99	0.5	True	229	1	229
chr6	32001945	32002173	32002010	32002108	C4B	229	99	0.5	True	229	1	229
chr6	32002226	32002439	32002291	32002374	C4A	214	84	0.5	True	214	1	214
chr6	32002226	32002439	32002291	32002374	C4B	214	84	0.5	True	214	1	214
chr6	32002572	32002834	32002637	32002769	C4A	263	133	0.5	True	263	1	263
chr6	32002572	32002834	32002637	32002769	C4B	263	133	0.5	True	263	1	263
chr6	32002848	32003119	32002913	32003054	C4A	272	142	0.5	True	272	1	272
chr6	32002848	32003119	32002913	32003054	C4B	272	142	0.5	True	272	1	272
chr6	32010167	32010448	32010232	32010383	TNXB	282	152	0.745901639344	True	124	0.508196721311	124
chr6	32010411	32010673	32010476	32010608	TNXB	263	133	0.843253968254	True	79	0.313492063492	79
chr6	56911489	56911639	56911554	56911574	KIAA1586	151	21	0.784768211921	True	65	0.430463576159	65
chr6	56954987	56955137	56955052	56955072	ZNF451	151	21	0.784768211921	True	65	0.430463576159	65
chr6	161038084	161038373	161038149	161038308	LPA	290	160	0.25	True	290	1	290
chr6	161039451	161039762	161039516	161039697	LPA	312	182	0.951923076923	True	30	0.0961538461538	30
chr6	161049174	161049463	161049239	161049398	LPA	290	160	0.25	True	290	1	290
chr6	161050541	161050852	161050606	161050787	LPA	312	182	0.951923076923	True	30	0.0961538461538	30
chr6	161060267	161060556	161060332	161060491	LPA	290	160	0.25	True	290	1	290
chr6	161065814	161066103	161065879	161066038	LPA	290	160	0.25	True	290	1	290
chr7	5974586	5974844	5974651	5974779	RSPH10B	259	129	0.5	True	259	1	259
chr7	5974586	5974844	5974651	5974779	RSPH10B2	259	129	0.5	True	259	1	259
chr7	5987786	5988105	5987851	5988040	RSPH10B	320	190	0.5	True	320	1	320
chr7	5987786	5988105	5987851	5988040	RSPH10B2	320	190	0.5	True	320	1	320
chr7	5990861	5991112	5990926	5991047	RSPH10B	252	122	0.5	True	252	1	252
chr7	5990861	5991112	5990926	5991047	RSPH10B2	252	122	0.5	True	252	1	252
chr7	5998559	5998774	5998624	5998709	RSPH10B	216	86	0.773148148148	True	98	0.453703703704	98
chr7	5998559	5998774	5998624	5998709	RSPH10B2	216	86	0.773148148148	True	98	0.453703703704	98
chr7	6006429	6006812	6006494	6006747	RSPH10B	384	254	0.713541666667	True	220	0.572916666667	220
chr7	6006429	6006812	6006494	6006747	RSPH10B2	384	254	0.713541666667	True	220	0.572916666667	220
chr7	6012965	6013238	6013030	6013173	PMS2	274	144	0.877737226277	True	67	0.244525547445	67
chr7	6808156	6808462	6808221	6808397	RSPH10B	307	177	0.781758957655	True	134	0.436482084691	134
chr7	6808156	6808462	6808221	6808397	RSPH10B2	307	177	0.781758957655	True	134	0.436482084691	134
chr7	74169776	74169934	74169841	74169869	GTF2I	159	29	0.5	True	159	1	159
chr7	74188314	74188515	74188379	74188450	NCF1	202	72	0.5	True	202	1	202
chr7	74216261	74216419	74216326	74216354	GTF2IRD2	159	29	0.584905660377	True	132	0.830188679245	132
chr7	74217574	74217887	74217639	74217822	GTF2IRD2	314	184	0.5	True	314	1	314
chr7	74219053	74219266	74219118	74219201	GTF2IRD2	214	84	0.5	True	214	1	214
chr7	74234434	74234618	74234499	74234553	GTF2IRD2	185	55	0.787387281081	True	59	0.318918918919	59
chr7	74251337	74251565	74251402	74251500	GTF2IRD2	229	99	0.5	True	229	1	229
chr7	74442071	74442248	74442136	74442183	WBSCR16	178	48	0.5	True	178	1	178
chr7	74457075	74457282	74457140	74457217	WBSCR16	208	78	0.5	True	208	1	208
chr7	74470747	74470896	74470812	74470831	WBSCR16	150	20	0.5	True	150	1	150
chr7	74471571	74471788	74471636	74471723	WBSCR16	218	88	0.5	True	218	1	218
chr7	74476955	74477169	74477020	74477104	WBSCR16	215	85	0.932558139535	True	29	0.13488372093	29
chr7	74556845	74557058	74556910	74556993	GTF2IRD2	214	84	0.5	True	214	1	214
chr7	74556845	74557058	74556910	74556993	GTF2IRD2B	214	84	0.5	True	214	1	214
chr7	74807540	74807735	74807605	74807670	GATSL1	196	66	0.5	True	165	1	165
chr7	74807540	74807735	74807605	74807670	GATSL2	196	66	0.5	True	165	1	165
chr7	74807705	74807929	74807770	74807864	GATSL1	225	95	0.5	True	225	1	225
chr7	74807705	74807929	74807770	74807864	GATSL2	225	95	0.5	True	225	1	225
chr7	74810219	74810431	74810284	74810366	GATSL1	213	83	0.5	True	213	1	213
chr7	74810219	74810431	74810284	74810366	GATSL2	213	83	0.5	True	213	1	213
chr7	74813080	74813333	74813145	74813268	GATSL1	254	124	0.5	True	254	1	254
chr7	74813080	74813333	74813145	74813268	GATSL2	254	124	0.5	True	254	1	254
chr7	75032863	75033088	75032928	75033023	TRIM73	226	96	0.5	True	226	1	226
chr7	75032863	75033088	75032928	75033023	TRIM74	226	96	0.5	True	226	1	226
chr7	76071094	76071438	76071159	76071373	ZP3	345	215	0.942028985507	True	40	0.115942028986	40
chr7	101988659	101989182	101988724	101989117	SPDYE6	524	394	0.838740458015	True	169	0.322519083969	169
chr7	101996244	101996533	101996309	101996468	SPDYE6	290	160	0.333333	True	290	1	290
chr7	102123974	102124225	102124039	102124160	RASA4B	252	122	0.628755364807	True	173	0.742489270386	173
chr7	102134920	102135187	102134985	102135122	RASA4B	268	138	0.527985074627	True	253	0.944029850746	253
chr7	102141081	102141305	102141146	102141240	RASA4B	225	95	0.5	True	225	1	225
chr7	102141478	102141739	102141543	102141674	RASA4B	262	132	0.5	True	262	1	262
chr7	102149981	102150172	102150046	102150107	RASA4B	192	62	0.5	True	192	1	192
chr7	102196282	102196642	102196347	102196577	SPDYE2	361	231	0.781163434903	True	158	0.437673130194	158
chr7	102196282	102196642	102196347	102196577	SPDYE2B	361	231	0.781163434903	True	158	0.437673130194	158
chr7	102198849	102199064	102198914	102198999	SPDYE2	216	86	0.740740740741	True	112	0.518518518519	112
chr7	102198849	102199064	102198914	102198999	SPDYE2B	216	86	0.740740740741	True	112	0.518518518519	112
chr7	102223153	102223404	102223218	102223339	RASA4	252	122	0.628755364807	True	173	0.742489270386	173
chr7	102223153	102223404	102223218	102223339	RASA4B	252	122	0.628755364807	True	173	0.742489270386	173
chr7	102223386	102223580	102223451	102223515	RASA4	195	65	0.925641025641	True	29	0.148717948718	29
chr7	102223386	102223580	102223451	102223515	RASA4B	195	65	0.925641025641	True	29	0.148717948718	29
chr7	102234089	102234356	102234154	102234291	RASA4	268	138	0.527985074627	True	253	0.944029850746	253
chr7	102234089	102234356	102234154	102234291	RASA4B	268	138	0.527985074627	True	253	0.944029850746	253
chr7	102240242	102240466	102240307	102240401	RASA4	225	95	0.5	True	225	1	225
chr7	102240242	102240466	102240307	102240401	RASA4B	225	95	0.5	True	225	1	225
chr7	102240639	102240900	102240704	102240835	RASA4	262	132	0.5	True	262	1	262
chr7	102240639	102240900	102240704	102240835	RASA4B	262	132	0.5	True	262	1	262
chr7	102249143	102249334	102249208	102249269	RASA4	192	62	0.5	True	192	1	192
chr7	102249143	102249334	102249208	102249269	RASA4B	192	62	0.5	True	192	1	192
chr7	102295366	102295726	102295431	102295661	SPDYE2	361	231	0.781163434903	True	158	0.437673130194	158
chr7	102295366	102295726	102295431	102295661	SPDYE2B	361	231	0.781163434903	True	158	0.437673130194	158
chr7	102300072	102300595	102300137	102300530	SPDYE2	524	394	0.664728682171	True	346	0.670542635659	346
chr7	102300072	102300595	102300137	102300530	SPDYE2B	524	394	0.664728682171	True	346	0.670542635659	346
chr7	143268846	143271309	143268911	143271244	CTAGE15	2464	2334	0.842938311688	True	774	0.314123376623	774
chr7	143400023	143400775	143400088	143400710	FAM115C	753	623	0.901726427623	True	148	0.196547144754	148
chr7	143412898	143413158	143412963	143413093	FAM115C	261	131	0.427841490421	True	261	1	261
chr7	143419686	143420029	143419751	143419964	FAM115C	344	214	0.369185784884	True	344	1	344
chr7	143420239	143420608	143420304	143420543	FAM115C	370	240	0.479729608108	True	340	0.918918918919	340
chr7	143452353	143454816	143452418	143454751	CTAGE6	2464	2334	0.946496205357	True	247	0.100243506494	147
chr7	143558123	143558466	143558188	143558401	FAM115A	344	214	0.921511627907	True	54	0.156976744186	54
chr7	143559444	143559671	143559509	143559606	FAM115A	228	98	0.635964912281	True	166	0.728070175439	166
chr7	143559830	143560954	143559895	143560889	FAM115A	1125	995	0.846666666667	True	345	0.306666666667	345
chr7	143880532	143882995	143880597	143882930	CTAGE4	2464	2334	0.925324675325	True	368	0.149350649351	368
chr7	143883957	143885541	143884022	143885476	ARHGEF35	1585	1455	0.972555205047	True	87	0.0548895899054	87
chr7	143963945	143966408	143964010	143966343	CTAGE4	2464	2334	0.904085491071	True	456	0.185064935065	368
chr7	143963945	143966408	143964010	143966343	CTAGE8	2464	2334	0.904085491071	True	456	0.185064935065	368
chr7	144059698	144062981	144059763	144062916	ARHGEF5	3284	3154	0.977466504263	True	148	0.0450669914738	136
chr7	144063874	144064068	144063939	144064003	ARHGEF5	195	65	0.905128205128	True	37	0.189743589744	37
chr7	144064130	144064513	144064195	144064448	ARHGEF5	384	254	0.942708333333	True	44	0.114583333333	44
chr7	144068189	144068479	144068254	144068414	ARHGEF5	291	161	0.611683848797	True	226	0.776632302405	226
chr8	6835227	6835466	6835292	6835401	DEFA1	240	110	0.5	True	240	1	240
chr8	6835227	6835466	6835292	6835401	DEFA1B	240	110	0.5	True	240	1	240
chr8	6835917	6836221	6835982	6836156	DEFA1	305	175	0.5	True	305	1	305
chr8	6835917	6836221	6835982	6836156	DEFA1B	305	175	0.5	True	305	1	305
chr8	6854344	6854583	6854409	6854518	DEFA1	240	110	0.5	True	240	1	240
chr8	6854344	6854583	6854409	6854518	DEFA1B	240	110	0.5	True	240	1	240
chr8	6855034	6855338	6855099	6855273	DEFA1	305	175	0.5	True	305	1	305
chr8	6855034	6855338	6855099	6855273	DEFA1B	305	175	0.5	True	305	1	305
chr8	7286441	7286716	7286506	7286651	DEFB103A	276	146	0.5	True	276	1	276
chr8	7286441	7286716	7286506	7286651	DEFB103B	276	146	0.5	True	276	1	276
chr8	7320900	7321090	7320965	7321025	SPAG11B	191	61	0.5	True	191	1	191
chr8	7345593	7345764	7345658	7345699	DEFB105A	172	42	0.982558139535	True	6	0.0348837209302	6
chr8	7345593	7345764	7345658	7345699	DEFB105B	172	42	0.982558139535	True	6	0.0348837209302	6
chr8	7397262	7397468	7397327	7397403	PRR23D1	207	77	0.5	True	207	1	207
chr8	7397262	7397468	7397327	7397403	PRR23D2	207	77	0.5	True	207	1	207
chr8	7398409	7398606	7398474	7398541	PRR23D1	198	68	0.926767676768	True	29	0.146464646465	29
chr8	7398409	7398606	7398474	7398541	PRR23D2	198	68	0.926767676768	True	29	0.146464646465	29
chr8	7398705	7399467	7398770	7399402	PRR23D1	763	633	0.5	True	763	1	763
chr8	7398705	7399467	7398770	7399402	PRR23D2	763	633	0.5	True	763	1	763
chr8	7637479	7637676	7637544	7637611	PRR23D1	198	68	0.575757575758	True	168	0.848484848485	168
chr8	7637479	7637676	7637544	7637611	PRR23D2	198	68	0.575757575758	True	168	0.848484848485	168
chr8	7637792	7637983	7637857	7637918	PRR23D1	192	62	0.5	True	192	1	192
chr8	7637792	7637983	7637857	7637918	PRR23D2	192	62	0.5	True	192	1	192
chr8	7679465	7679719	7679530	7679654	DEFB105A	255	125	0.5	True	255	1	255
chr8	7679465	7679719	7679530	7679654	DEFB105B	255	125	0.5	True	255	1	255
chr8	7680839	7681010	7680904	7680945	DEFB105A	172	42	0.520348837209	True	165	0.959302325581	165
chr8	7680839	7681010	7680904	7680945	DEFB105B	172	42	0.520348837209	True	165	0.959302325581	165
chr8	7707473	7707730	7707538	7707665	SPAG11B	258	128	0.5	True	258	1	258
chr8	7738879	7739066	7738944	7739001	DEFB103A	188	58	0.5	True	188	1	188
chr8	7738879	7739066	7738944	7739001	DEFB103B	188	58	0.5	True	188	1	188
chr8	11968244	11968469	11968309	11968404	ZNF705D	226	96	0.699115044248	True	136	0.601769911504	136
chr8	21632419	21632632	21632484	21632567	GFRA2	214	84	0.698598130841	True	129	0.602803738318	129
chr8	21640032	21640476	21640097	21640411	GFRA2	445	315	0.5	True	445	1	445
chr8	21645567	21645736	21645632	21645671	GFRA2	170	40	0.5	True	170	1	170
chr8	48203557	48203791	48203622	48203726	SPIDR	235	105	0.5	True	235	1	235
chr8	48206391	48206684	48206456	48206619	SPIDR	294	164	0.5	True	294	1	294
chr8	145192674	145193396	145192739	145193331	HGH1	723	593	0.970193740686	True	40	0.0596125186289	40
chr8	145193553	145193781	145193618	145193716	HGH1	229	99	0.851528384279	True	68	0.296943231441	68
chr8	145193847	145194068	145193912	145194003	HGH1	222	92	0.5	True	180	1	180
chr8	145194027	145194279	145194092	145194214	HGH1	253	123	0.5	True	199	1	199
chr8	145194226	145194520	145194291	145194455	HGH1	295	165	0.5	True	295	1	295
chr8	145293594	145293831	145293659	145293766	MROH1	238	108	0.5	True	238	1	238
chr8	145293873	145294147	145293938	145294082	MROH1	275	145	0.5	True	275	1	275
chr8	145294161	145294331	145294226	145294266	MROH1	171	41	0.5	True	171	1	171
chr8	145294452	145294723	145294517	145294658	MROH1	272	142	0.5	True	272	1	272
chr8	145294939	145295121	145295004	145295056	MROH1	183	53	0.5	True	183	1	183
chr8	145295408	145295645	145295473	145295580	MROH1	238	108	0.5	True	238	1	238
chr8	145295830	145296079	145295895	145296014	MROH1	250	120	0.5	True	250	1	250
chr8	145296233	145296485	145296298	145296420	MROH1	253	123	0.5	True	253	1	253
chr8	145297207	145297483	145297272	145297418	MROH1	277	147	0.5	True	233	1	233
chr8	145297440	145297596	145297505	145297531	MROH1	157	27	0.5	True	157	1	157
chr8	145298332	145298584	145298397	145298519	MROH1	253	123	0.5	True	253	1	253
chr8	145298701	145298910	145298766	145298845	MROH1	210	80	0.5	True	210	1	210
chr8	145299060	145299304	145299125	145299239	MROH1	245	115	0.5	True	222	1	222
chr8	145299282	145299507	145299347	145299442	MROH1	226	96	0.5	True	226	1	226
chr8	145302139	145302404	145302204	145302339	MROH1	266	136	0.5	True	266	1	266
chr8	145302405	145302647	145302470	145302582	MROH1	243	113	0.5	True	243	1	243
chr8	145303715	145303997	145303780	145303932	MROH1	283	153	0.5	True	283	1	283
chr8	145305050	145305334	145305115	145305269	MROH1	285	155	0.5	True	285	1	285
chr8	145313615	145313882	145313680	145313817	MROH1	268	138	0.938432835821	True	33	0.123134328358	33
chr8	145314749	145315025	145314814	145314960	MROH1	277	147	0.5	True	275	1	275
chr8	145315024	145315342	145315089	145315277	MROH1	319	189	0.5	True	319	1	319
chr8	145316493	145316708	145316558	145316643	MROH1	216	86	0.5	True	216	1	216
chr8	145437882	145438604	145437947	145438539	HGH1	723	593	0.970193740686	True	40	0.0596125186289	40
chr8	145438761	145438989	145438826	145438924	HGH1	229	99	0.851528384279	True	68	0.296943231441	68
chr8	145439055	145439276	145439120	145439211	HGH1	222	92	0.5	True	180	1	180
chr8	145439235	145439487	145439300	145439422	HGH1	253	123	0.5	True	199	1	199
chr8	145439434	145439728	145439499	145439663	HGH1	295	165	0.5	True	295	1	295
chr8	145487145	145487455	145487210	145487390	BOP1	311	181	0.54280155642	True	235	0.91439688716	235
