#chrom	chromStart	chromEnd	start	end	gene	plusminus65bpexonlength	exonlength	averagemappabilityl250m5	exonmappbelow1l250m51yes0no	positionsmappbelow1l250m5	percpositionsmappbelow1l250m5	maxcontigousbasesl250m5
chr2	131975911	131976561	131975976	131976496	POTEE	651	521	0.445027571	True	617	0.9478	389
chr2	131981104	131981348	131981169	131981283	POTEE	245	115	0.147153551	True	245	1	245
chr2	131981378	131981681	131981443	131981616	POTEE	304	174	0.153764852	True	304	1	304
chr2	131984331	131984567	131984396	131984502	POTEE	237	107	0.234253304	True	237	1	237
chr2	131985752	131986019	131985817	131985954	POTEE	268	138	0.151500489	True	268	1	268
chr2	131988344	131988544	131988409	131988479	POTEE	201	71	0.260199	True	201	1	201
chr2	131994240	131994440	131994305	131994375	POTEE	201	71	0.259160328	True	201	1	201
chr2	131995702	131995876	131995767	131995811	POTEE	175	45	0.237276549	True	175	1	175
chr2	131996786	131997082	131996851	131997017	POTEE	297	167	0.269360192	True	297	1	297
chr2	132002915	132003115	132002980	132003050	POTEE	201	71	0.275704706	True	201	1	201
chr2	132008286	132008486	132008351	132008421	POTEE	201	71	0.281508995	True	201	1	201
chr2	132010034	132010208	132010099	132010143	POTEE	175	45	0.22713472	True	175	1	175
chr2	132010426	132010737	132010491	132010672	POTEE	312	182	0.256036272	True	312	1	312
chr2	132019234	132019484	132019299	132019419	POTEE	251	121	0.25	True	251	1	251
chr2	132020863	132022321	132020928	132022256	POTEE	1459	1329	0.196301572	True	1459	1	1459
chr2	132120464	132121358	132120529	132121293	WTH3DI	895	765	0.57877095	True	754	0.8425	344
chr2	132235672	132236024	132235737	132235959	TUBA3D	353	223	0.541548629	True	323	0.915	296
chr2	132237577	132238387	132237642	132238322	TUBA3D	811	681	0.610768502	True	553	0.6819	338
chr2	132285479	132285984	132285544	132285919	CCDC74A	506	376	0.515810277	True	490	0.9684	279
chr2	132509066	132509223	132509131	132509158	C2orf27A	158	28	0.430590589	True	144	0.9114	55
chr2	132524127	132524840	132524192	132524775	C2orf27A	714	584	0.243478139	True	714	1	714
chr2	132552671	132553384	132552736	132553319	C2orf27B	714	584	0.11081122	True	714	1	714
chr2	152435787	152436228	152435852	152436163	NEB	442	312	0.333333	True	442	1	442
chr2	152437246	152437483	152437311	152437418	NEB	238	108	0.333333	True	238	1	238
chr2	152438913	152439246	152438978	152439181	NEB	334	204	0.333333	True	334	1	334
chr2	152439904	152440345	152439969	152440280	NEB	442	312	0.362744781	True	423	0.957	299
chr2	152441956	152442193	152442021	152442128	NEB	238	108	0.333333	True	238	1	238
chr2	152442854	152443088	152442919	152443023	NEB	235	105	0.333333	True	235	1	235
chr2	152443823	152444156	152443888	152444091	NEB	334	204	0.345808075	True	334	1	334
chr2	152446338	152446779	152446403	152446714	NEB	442	312	0.333333	True	442	1	442
chr2	152447797	152448034	152447862	152447969	NEB	238	108	0.333333	True	238	1	238
chr2	152448483	152448717	152448548	152448652	NEB	235	105	0.35531886	True	235	1	235
chr2	152449465	152449798	152449530	152449733	NEB	334	204	0.333333	True	334	1	334
chr2	152450456	152450897	152450521	152450832	NEB	442	312	0.341251568	True	442	1	442
chr2	152452509	152452746	152452574	152452681	NEB	238	108	0.333333	True	238	1	238
chr2	152453407	152453641	152453472	152453576	NEB	235	105	0.333333	True	235	1	235
chr2	152454376	152454709	152454441	152454644	NEB	334	204	0.345808075	True	334	1	334
chr2	152456891	152457332	152456956	152457267	NEB	442	312	0.333333	True	442	1	442
chr2	152458350	152458587	152458415	152458522	NEB	238	108	0.333333	True	238	1	238
chr2	152459036	152459270	152459101	152459205	NEB	235	105	0.35531886	True	235	1	235
chr2	152460018	152460351	152460083	152460286	NEB	334	204	0.333333	True	334	1	334
chr2	152461009	152461450	152461074	152461385	NEB	442	312	0.340497419	True	442	1	442
chr2	152463055	152463292	152463120	152463227	NEB	238	108	0.333333	True	238	1	238
chr2	152463953	152464187	152464018	152464122	NEB	235	105	0.333333	True	235	1	235
chr2	152464922	152465255	152464987	152465190	NEB	334	204	0.383233225	True	309	0.9251	293
chr2	178415429	178417556	178415494	178417491	TTC30B	2128	1998	0.758693609	True	1027	0.4826	368
chr2	178481367	178483494	178481432	178483429	TTC30A	2128	1998	0.758928571	True	1026	0.4821	368
chr2	179517900	179518113	179517965	179518048	TTN	214	84	0.382715746	True	176	0.9312	176
chr2	179518089	179518299	179518154	179518234	TTN	211	81	0.333333	True	194	1	194
chr2	179518283	179518493	179518348	179518428	TTN	211	81	0.333333	True	196	1	196
chr2	179518479	179518689	179518544	179518624	TTN	211	81	0.357264636	True	188	0.9641	188
chr2	179518674	179518887	179518739	179518822	TTN	214	84	0.340135724	True	194	0.9898	194
chr2	179518870	179519083	179518935	179519018	TTN	214	84	0.333333	True	214	1	214
chr2	179519107	179519326	179519172	179519261	TTN	220	90	0.333333	True	220	1	220
chr2	179519407	179519620	179519472	179519555	TTN	214	84	0.303393078	True	167	1	167
chr2	179519574	179519787	179519639	179519722	TTN	214	84	0.51635514	True	207	0.9673	207
chr2	179522160	179522373	179522225	179522308	TTN	214	84	0.348324212	True	189	1	189
chr2	179522349	179522559	179522414	179522494	TTN	211	81	0.333333	True	194	1	194
chr2	179522543	179522753	179522608	179522688	TTN	211	81	0.333333	True	196	1	196
chr2	179522739	179522949	179522804	179522884	TTN	211	81	0.339315918	True	195	1	195
chr2	179522934	179523147	179522999	179523082	TTN	214	84	0.335033684	True	196	1	196
chr2	179523130	179523343	179523195	179523278	TTN	214	84	0.333333	True	214	1	214
chr2	179523367	179523586	179523432	179523521	TTN	220	90	0.333333	True	220	1	220
chr2	179523667	179523880	179523732	179523815	TTN	214	84	0.303393078	True	167	1	167
chr2	179523834	179524047	179523899	179523982	TTN	214	84	0.486126047	True	214	1	214
chr2	179526421	179526634	179526486	179526569	TTN	214	84	0.344796868	True	189	1	189
chr2	179526610	179526820	179526675	179526755	TTN	211	81	0.333333	True	194	1	194
chr2	179526804	179527014	179526869	179526949	TTN	211	81	0.333333	True	196	1	196
chr2	179527000	179527210	179527065	179527145	TTN	211	81	0.339315918	True	195	1	195
chr2	179527195	179527408	179527260	179527343	TTN	214	84	0.335033684	True	196	1	196
chr2	179527391	179527604	179527456	179527539	TTN	214	84	0.333333	True	214	1	214
chr2	179527628	179527847	179527693	179527782	TTN	220	90	0.333333	True	220	1	220
chr2	179527928	179528141	179527993	179528076	TTN	214	84	0.349800275	True	153	0.9162	149
chr2	231175393	231175631	231175458	231175566	SP140	239	109	0.50209205	True	238	0.9958	172
chr2	231175804	231176011	231175869	231175946	SP140	208	78	0.5	True	208	1	208
chr2	231176102	231176375	231176167	231176310	SP140	274	144	0.520072993	True	263	0.9599	256
chr2	231265605	231265843	231265670	231265778	SP140L	239	109	0.50209205	True	238	0.9958	172
chr2	231266016	231266223	231266081	231266158	SP140L	208	78	0.5	True	208	1	208
chr2	231266314	231266587	231266379	231266522	SP140L	274	144	0.520072993	True	263	0.9599	256
chr2	233199276	233199510	233199341	233199445	DIS3L2	235	105	0.5	True	235	1	235
chr2	233245065	233245267	233245130	233245202	ALPP	203	73	0.5	True	203	1	203
chr2	233245268	233245532	233245333	233245467	ALPP	265	135	0.5	True	217	1	217
chr2	233245485	233245806	233245550	233245741	ALPP	322	192	0.5	True	322	1	322
chr2	233273146	233273348	233273211	233273283	ALPPL2	203	73	0.5	True	203	1	203
chr2	233273349	233273613	233273414	233273548	ALPPL2	265	135	0.5	True	217	1	217
chr2	233273566	233273887	233273631	233273822	ALPPL2	322	192	0.5	True	322	1	322
chr2	234621573	234622569	234621638	234622504	UGT1A5	997	867	0.78176191	True	354	0.3551	294
chr2	240968843	240969911	240968908	240969846	OR6B2	1069	939	0.692235734	True	658	0.6155	550
chr2	240981165	240982464	240981230	240982399	PRR21	1300	1170	0.615756864	True	541	0.4162	521
chr2	240984429	240985554	240984494	240985489	OR6B3	1126	996	0.708259325	True	657	0.5835	550
chr2	241615897	241616226	241615962	241616161	AQP12B	330	200	0.5	True	330	1	330
chr2	241619704	241619950	241619769	241619885	AQP12B	247	117	0.5	True	247	1	247
chr2	241621583	241622319	241621648	241622254	AQP12B	737	607	0.624151967	True	554	0.7517	268
chr2	241631426	241632003	241631491	241631938	AQP12A	578	448	0.583044983	True	482	0.8339	335
chr2	241633785	241634031	241633850	241633966	AQP12A	247	117	0.5	True	247	1	247
chr2	241637509	241637838	241637574	241637773	AQP12A	330	200	0.5	True	330	1	330
chr3	10085103	10085341	10085168	10085276	FANCD2	239	109	0.390515812	True	237	0.9916	237
chr3	10085448	10085613	10085513	10085548	FANCD2	166	36	0.333333	True	166	1	166
chr3	12881576	12881801	12881641	12881736	RPL32	226	96	0.519911504	True	217	0.9602	217
chr3	23960622	23961057	23960687	23960992	RPL15	436	306	0.57473236	True	317	0.7271	300
chr3	33883324	33883631	33883389	33883566	PDCD6IP	308	178	0.395021435	True	308	1	308
chr3	44544392	44544536	44544457	44544471	ZNF852	145	15	0.5	True	145	1	145
chr3	49721682	49721951	49721747	49721886	MST1	270	140	0.412429144	True	222	0.9407	222
chr3	49721918	49722154	49721983	49722089	MST1	237	107	0.430850872	True	178	0.9468	80
chr3	49722106	49722382	49722171	49722317	MST1	277	147	0.413625117	True	270	0.9854	151
chr3	49722380	49722587	49722445	49722522	MST1	208	78	0.373397183	True	208	1	208
chr3	49722630	49722880	49722695	49722815	MST1	251	121	0.420254971	True	198	0.9474	123
chr3	49723228	49723460	49723293	49723395	MST1	233	103	0.471121955	True	182	0.901	81
chr3	49723681	49723979	49723746	49723914	MST1	299	169	0.38182808	True	299	1	299
chr3	49724052	49724300	49724117	49724235	MST1	249	119	0.370816341	True	249	1	249
chr3	49724315	49724565	49724380	49724500	MST1	251	121	0.41666648	True	198	0.9802	159
chr3	49724517	49724783	49724582	49724718	MST1	267	137	0.424030837	True	211	0.9814	154
chr3	75713466	75713773	75713531	75713708	FRG2C	308	178	0.365909088	True	308	1	308
chr3	75713905	75714112	75713970	75714047	FRG2C	208	78	0.3125	True	208	1	208
chr3	75714212	75714419	75714277	75714354	FRG2C	208	78	0.448557688	True	208	1	208
chr3	75714613	75715257	75714678	75715192	FRG2C	645	515	0.335788081	True	645	1	645
chr3	75779699	75779834	75779764	75779769	ZNF717	136	6	0.400735213	True	136	1	136
chr3	75781146	75781337	75781211	75781272	ZNF717	192	62	0.493055542	True	192	1	192
chr3	75785964	75788561	75786029	75788496	ZNF717	2598	2468	0.476007109	True	2469	0.9503	881
chr3	75790362	75790584	75790427	75790519	ZNF717	223	93	0.532137498	True	204	0.9148	140
chr3	75790696	75790952	75790761	75790887	ZNF717	257	127	0.517509728	True	248	0.965	130
chr3	93615355	93615600	93615420	93615535	PROS1	246	116	0.544715447	True	224	0.9106	76
chr3	123694161	123694452	123694226	123694387	ROPN1	292	162	0.5	True	292	1	292
chr3	125648130	125648475	125648195	125648410	ALG1L	346	216	0.329463124	True	320	0.9249	147
chr3	125695782	125696073	125695847	125696008	ROPN1B	292	162	0.5	True	292	1	292
chr3	129207035	129207305	129207100	129207240	IFT122	271	141	0.5	True	271	1	271
chr3	129234266	129234507	129234331	129234442	IFT122	242	112	0.504132231	True	240	0.9917	231
chr3	129813181	129813421	129813246	129813356	ALG1L2	241	111	0.267070203	True	224	0.9295	149
chr3	129817001	129817163	129817066	129817098	ALG1L2	163	33	0.155174626	True	163	1	163
chr3	132319177	132320359	132319242	132320294	ACKR4	1183	1053	0.515215554	True	1147	0.9696	936
chr3	178937294	178937588	178937359	178937523	PIK3CA	295	165	0.533898305	True	275	0.9322	147
chr3	178937672	178937905	178937737	178937840	PIK3CA	234	104	0.547008547	True	212	0.906	120
chr3	178960627	178961137	178960692	178961072	KCNMB3	511	381	0.502935421	True	508	0.9941	452
chr3	195451486	195453508	195451551	195453443	MUC20	2023	1893	0.490797326	True	1695	0.8379	1154
chr3	195505596	195518433	195505661	195518368	MUC4	12838	12708	0.912668118	True	2202	0.1715	496
chr3	197879172	197879456	197879237	197879391	FAM157A	285	155	0.25	True	285	1	285
chr3	197880012	197880345	197880077	197880280	FAM157A	334	204	0.328343045	True	334	1	334
chr3	197882428	197882708	197882493	197882643	FAM157A	281	151	0.274614423	True	281	1	281
chr3	197884098	197884605	197884163	197884540	FAM157A	508	378	0.264927762	True	508	1	508
chr3	197894482	197894807	197894547	197894742	FAM157A	326	196	0.302402733	True	307	0.9417	237
chr3	197896591	197896788	197896656	197896723	FAM157A	198	68	0.295622818	True	188	0.9495	141
chr4	9212318	9214040	9212383	9213975	USP17L10	1723	1593	0.198585699	True	1476	0.8566	869
chr4	9217066	9218788	9217131	9218723	USP17L11	1723	1593	0.044747392	True	1723	1	1723
chr4	9217066	9218788	9217131	9218723	USP17L18	1723	1593	0.044747392	True	1723	1	1723
chr4	9217066	9218788	9217131	9218723	USP17L20	1723	1593	0.044747392	True	1723	1	1723
chr4	9221813	9223535	9221878	9223470	USP17L12	1723	1593	0.052643059	True	1723	1	1723
chr4	9221813	9223535	9221878	9223470	USP17L21	1723	1593	0.052643059	True	1723	1	1723
chr4	9226557	9228279	9226622	9228214	USP17L13	1723	1593	0.081146937	True	1723	1	1723
chr4	9236046	9237793	9236111	9237728	USP17L15	1748	1618	0.046788933	True	1744	0.9977	1494
chr4	9237934	9238125	9237999	9238060	USP17L15	192	62	0.055167859	True	192	1	192
chr4	9245540	9247262	9245605	9247197	USP17L17	1723	1593	0.043700084	True	1723	1	1723
chr4	9250291	9252013	9250356	9251948	USP17L11	1723	1593	0.044470557	True	1723	1	1723
chr4	9250291	9252013	9250356	9251948	USP17L18	1723	1593	0.044470557	True	1723	1	1723
chr4	9255039	9256761	9255104	9256696	USP17L19	1723	1593	0.044470557	True	1723	1	1723
chr4	9259785	9261507	9259850	9261442	USP17L11	1723	1593	0.044476543	True	1723	1	1723
chr4	9259785	9261507	9259850	9261442	USP17L20	1723	1593	0.044476543	True	1723	1	1723
chr4	9259785	9261507	9259850	9261442	USP17L22	1723	1593	0.044476543	True	1723	1	1723
chr4	9264533	9266255	9264598	9266190	USP17L12	1723	1593	0.052643059	True	1723	1	1723
chr4	9264533	9266255	9264598	9266190	USP17L21	1723	1593	0.052643059	True	1723	1	1723
chr4	9269280	9271002	9269345	9270937	USP17L20	1723	1593	0.044505646	True	1723	1	1723
chr4	9269280	9271002	9269345	9270937	USP17L22	1723	1593	0.044505646	True	1723	1	1723
chr4	9326826	9328548	9326891	9328483	USP17L24	1723	1593	0.043150055	True	1723	1	1723
chr4	9326826	9328548	9326891	9328483	USP17L25	1723	1593	0.043150055	True	1723	1	1723
chr4	9326826	9328548	9326891	9328483	USP17L26	1723	1593	0.043150055	True	1723	1	1723
chr4	9326826	9328548	9326891	9328483	USP17L27	1723	1593	0.043150055	True	1723	1	1723
chr4	9326826	9328548	9326891	9328483	USP17L28	1723	1593	0.043150055	True	1723	1	1723
chr4	9326826	9328548	9326891	9328483	USP17L29	1723	1593	0.043150055	True	1723	1	1723
chr4	9326826	9328548	9326891	9328483	USP17L30	1723	1593	0.043150055	True	1723	1	1723
chr4	9326826	9328548	9326891	9328483	USP17L5	1723	1593	0.043150055	True	1723	1	1723
chr4	9331572	9333294	9331637	9333229	USP17L24	1723	1593	0.043150055	True	1723	1	1723
chr4	9331572	9333294	9331637	9333229	USP17L25	1723	1593	0.043150055	True	1723	1	1723
chr4	9331572	9333294	9331637	9333229	USP17L26	1723	1593	0.043150055	True	1723	1	1723
chr4	9331572	9333294	9331637	9333229	USP17L27	1723	1593	0.043150055	True	1723	1	1723
chr4	9331572	9333294	9331637	9333229	USP17L28	1723	1593	0.043150055	True	1723	1	1723
chr4	9331572	9333294	9331637	9333229	USP17L29	1723	1593	0.043150055	True	1723	1	1723
chr4	9331572	9333294	9331637	9333229	USP17L30	1723	1593	0.043150055	True	1723	1	1723
chr4	9331572	9333294	9331637	9333229	USP17L5	1723	1593	0.043150055	True	1723	1	1723
chr4	9336319	9338041	9336384	9337976	USP17L24	1723	1593	0.043150055	True	1723	1	1723
chr4	9336319	9338041	9336384	9337976	USP17L25	1723	1593	0.043150055	True	1723	1	1723
chr4	9336319	9338041	9336384	9337976	USP17L26	1723	1593	0.043150055	True	1723	1	1723
chr4	9336319	9338041	9336384	9337976	USP17L27	1723	1593	0.043150055	True	1723	1	1723
chr4	9336319	9338041	9336384	9337976	USP17L28	1723	1593	0.043150055	True	1723	1	1723
chr4	9336319	9338041	9336384	9337976	USP17L29	1723	1593	0.043150055	True	1723	1	1723
chr4	9336319	9338041	9336384	9337976	USP17L30	1723	1593	0.043150055	True	1723	1	1723
chr4	9336319	9338041	9336384	9337976	USP17L5	1723	1593	0.043150055	True	1723	1	1723
chr4	9341064	9342786	9341129	9342721	USP17L24	1723	1593	0.0432001	True	1723	1	1723
chr4	9341064	9342786	9341129	9342721	USP17L25	1723	1593	0.0432001	True	1723	1	1723
chr4	9341064	9342786	9341129	9342721	USP17L26	1723	1593	0.0432001	True	1723	1	1723
chr4	9341064	9342786	9341129	9342721	USP17L27	1723	1593	0.0432001	True	1723	1	1723
chr4	9341064	9342786	9341129	9342721	USP17L28	1723	1593	0.0432001	True	1723	1	1723
chr4	9341064	9342786	9341129	9342721	USP17L29	1723	1593	0.0432001	True	1723	1	1723
chr4	9341064	9342786	9341129	9342721	USP17L30	1723	1593	0.0432001	True	1723	1	1723
chr4	9341064	9342786	9341129	9342721	USP17L5	1723	1593	0.0432001	True	1723	1	1723
chr4	9345809	9347531	9345874	9347466	USP17L24	1723	1593	0.043150055	True	1723	1	1723
chr4	9345809	9347531	9345874	9347466	USP17L25	1723	1593	0.043150055	True	1723	1	1723
chr4	9345809	9347531	9345874	9347466	USP17L26	1723	1593	0.043150055	True	1723	1	1723
chr4	9345809	9347531	9345874	9347466	USP17L27	1723	1593	0.043150055	True	1723	1	1723
chr4	9345809	9347531	9345874	9347466	USP17L28	1723	1593	0.043150055	True	1723	1	1723
chr4	9345809	9347531	9345874	9347466	USP17L29	1723	1593	0.043150055	True	1723	1	1723
chr4	9345809	9347531	9345874	9347466	USP17L30	1723	1593	0.043150055	True	1723	1	1723
chr4	9345809	9347531	9345874	9347466	USP17L5	1723	1593	0.043150055	True	1723	1	1723
chr4	9350554	9352276	9350619	9352211	USP17L24	1723	1593	0.043150055	True	1723	1	1723
chr4	9350554	9352276	9350619	9352211	USP17L25	1723	1593	0.043150055	True	1723	1	1723
chr4	9350554	9352276	9350619	9352211	USP17L26	1723	1593	0.043150055	True	1723	1	1723
chr4	9350554	9352276	9350619	9352211	USP17L27	1723	1593	0.043150055	True	1723	1	1723
chr4	9350554	9352276	9350619	9352211	USP17L28	1723	1593	0.043150055	True	1723	1	1723
chr4	9350554	9352276	9350619	9352211	USP17L29	1723	1593	0.043150055	True	1723	1	1723
chr4	9350554	9352276	9350619	9352211	USP17L30	1723	1593	0.043150055	True	1723	1	1723
chr4	9350554	9352276	9350619	9352211	USP17L5	1723	1593	0.043150055	True	1723	1	1723
chr4	9355299	9357021	9355364	9356956	USP17L24	1723	1593	0.043150055	True	1723	1	1723
chr4	9355299	9357021	9355364	9356956	USP17L25	1723	1593	0.043150055	True	1723	1	1723
chr4	9355299	9357021	9355364	9356956	USP17L26	1723	1593	0.043150055	True	1723	1	1723
chr4	9355299	9357021	9355364	9356956	USP17L27	1723	1593	0.043150055	True	1723	1	1723
chr4	9355299	9357021	9355364	9356956	USP17L28	1723	1593	0.043150055	True	1723	1	1723
chr4	9355299	9357021	9355364	9356956	USP17L29	1723	1593	0.043150055	True	1723	1	1723
chr4	9355299	9357021	9355364	9356956	USP17L30	1723	1593	0.043150055	True	1723	1	1723
chr4	9355299	9357021	9355364	9356956	USP17L5	1723	1593	0.043150055	True	1723	1	1723
chr4	9364790	9366512	9364855	9366447	USP17L24	1723	1593	0.043150055	True	1723	1	1723
chr4	9364790	9366512	9364855	9366447	USP17L25	1723	1593	0.043150055	True	1723	1	1723
chr4	9364790	9366512	9364855	9366447	USP17L26	1723	1593	0.043150055	True	1723	1	1723
chr4	9364790	9366512	9364855	9366447	USP17L27	1723	1593	0.043150055	True	1723	1	1723
chr4	9364790	9366512	9364855	9366447	USP17L28	1723	1593	0.043150055	True	1723	1	1723
chr4	9364790	9366512	9364855	9366447	USP17L29	1723	1593	0.043150055	True	1723	1	1723
chr4	9364790	9366512	9364855	9366447	USP17L30	1723	1593	0.043150055	True	1723	1	1723
chr4	9364790	9366512	9364855	9366447	USP17L5	1723	1593	0.043150055	True	1723	1	1723
chr4	9452021	9452305	9452086	9452240	DEFB131	285	155	0.424327396	True	262	0.9193	242
chr4	38798027	38800517	38798092	38800452	TLR1	2491	2361	0.921718185	True	390	0.1566	363
chr4	38828639	38831159	38828704	38831094	TLR6	2521	2391	0.922649742	True	390	0.1547	363
chr4	69426190	69426451	69426255	69426386	UGT2B17	262	132	0.5	True	262	1	262
chr4	69528661	69528922	69528726	69528857	UGT2B15	262	132	0.5	True	262	1	262
chr4	70070083	70070432	70070148	70070367	UGT2B11	350	220	0.383326714	True	315	0.9	305
chr4	70079655	70080505	70079720	70080440	UGT2B11	851	721	0.651782176	True	507	0.5958	310
chr4	75310998	75311188	75311063	75311123	AREG	191	61	0.5	True	191	1	191
chr4	75312186	75312564	75312251	75312499	AREG	379	249	0.5	True	379	1	379
chr4	75314699	75315030	75314764	75314965	AREG	332	202	0.5	True	332	1	332
chr4	75316032	75316314	75316097	75316249	AREG	283	153	0.5	True	283	1	283
chr4	75318196	75318419	75318261	75318354	AREG	224	94	0.5	True	224	1	224
chr4	75480774	75480964	75480839	75480899	AREG	191	61	0.5	True	191	1	191
chr4	75481941	75482319	75482006	75482254	AREG	379	249	0.501319261	True	378	0.9974	192
chr4	75484458	75484789	75484523	75484724	AREG	332	202	0.5	True	332	1	332
chr4	75485789	75486071	75485854	75486006	AREG	283	153	0.5	True	283	1	283
chr4	75487954	75488177	75488019	75488112	AREG	224	94	0.5	True	224	1	224
chr4	103808433	103808652	103808498	103808587	CISD2	220	90	0.240075741	True	220	1	220
chr4	103822209	103822554	103822274	103822489	SLC9B1	346	216	0.197993	True	335	0.9682	314
chr4	103832523	103832759	103832588	103832694	SLC9B1	237	107	0.258743722	True	227	0.9578	121
chr4	103867739	103868011	103867804	103867946	SLC9B1	273	143	0.24291822	True	271	0.9927	257
chr4	103870349	103870649	103870414	103870584	SLC9B1	301	171	0.376301163	True	271	0.9003	212
chr4	144801499	144801727	144801564	144801662	GYPE	229	99	0.369723175	True	229	1	229
chr4	144826559	144826725	144826624	144826660	GYPE	167	37	0.35329312	True	167	1	167
chr4	144922273	144922501	144922338	144922436	GYPB	229	99	0.463609773	True	217	0.9476	82
chr4	144940339	144940505	144940404	144940440	GYPB	167	37	0.398203353	True	161	0.9641	145
chr4	145061687	145061853	145061752	145061788	GYPA	167	37	0.419161437	True	154	0.9222	100
chr4	165890565	165891219	165890630	165891154	TRIM61	655	525	0.410941287	True	648	0.9893	422
chr4	166141021	166141276	166141086	166141211	KLHL2	256	126	0.529296875	True	241	0.9414	180
chr4	166184284	166184576	166184349	166184511	KLHL2	293	163	0.54778157	True	265	0.9044	158
chr4	184240644	184241436	184240709	184241371	CLDN22	793	663	0.815889029	True	292	0.3682	271
chr4	184242852	184243644	184242917	184243579	CLDN24	793	663	0.815889029	True	292	0.3682	270
chr4	190873252	190873507	190873317	190873442	FRG1	256	126	0.183977371	True	250	0.9766	191
chr4	190946651	190947286	190946716	190947221	FRG2	636	506	0.252489442	True	636	1	636
chr4	190946651	190947286	190946716	190947221	LOC100288255	636	506	0.252489442	True	636	1	636
chr4	190947474	190947681	190947539	190947616	FRG2	208	78	0.236618548	True	208	1	208
chr4	190947474	190947681	190947539	190947616	LOC100288255	208	78	0.236618548	True	208	1	208
chr4	190947781	190947985	190947846	190947920	LOC100288255	205	75	0.318942805	True	205	1	205
chr4	190947781	190947988	190947846	190947923	FRG2	208	78	0.333333	True	3	1	3
chr4	190948117	190948424	190948182	190948359	FRG2	308	178	0.228354968	True	308	1	308
chr4	190948117	190948424	190948182	190948359	LOC100288255	308	178	0.228354968	True	308	1	308
chr4	190989025	190990429	190989090	190990364	DUX4L8	1405	1275	0.049518471	True	1405	1	1405
chr4	190992322	190993726	190992387	190993661	DUX4	1405	1275	0.038638214	True	1405	1	1405
chr4	190992322	190993726	190992387	190993661	DUX4L2	1405	1275	0.038638214	True	1405	1	1405
chr4	190992322	190993726	190992387	190993661	DUX4L3	1405	1275	0.038638214	True	1405	1	1405
chr4	190992322	190993726	190992387	190993661	DUX4L4	1405	1275	0.038638214	True	1405	1	1405
chr4	190992322	190993726	190992387	190993661	DUX4L5	1405	1275	0.038638214	True	1405	1	1405
chr4	190992322	190993726	190992387	190993661	DUX4L6	1405	1275	0.038638214	True	1405	1	1405
chr4	190995615	190997019	190995680	190996954	DUX4	1405	1275	0.038638214	True	1405	1	1405
chr4	190995615	190997019	190995680	190996954	DUX4L2	1405	1275	0.038638214	True	1405	1	1405
chr4	190995615	190997019	190995680	190996954	DUX4L3	1405	1275	0.038638214	True	1405	1	1405
chr4	190995615	190997019	190995680	190996954	DUX4L5	1405	1275	0.038638214	True	1405	1	1405
chr4	190995615	190997019	190995680	190996954	DUX4L6	1405	1275	0.038638214	True	1405	1	1405
chr4	190995615	190997019	190995680	190996954	DUX4L8	1405	1275	0.038638214	True	1405	1	1405
chr4	190998908	191000312	190998973	191000247	DUX4	1405	1275	0.038638214	True	1405	1	1405
chr4	190998908	191000312	190998973	191000247	DUX4L2	1405	1275	0.038638214	True	1405	1	1405
chr4	190998908	191000312	190998973	191000247	DUX4L3	1405	1275	0.038638214	True	1405	1	1405
chr4	190998908	191000312	190998973	191000247	DUX4L5	1405	1275	0.038638214	True	1405	1	1405
chr4	190998908	191000312	190998973	191000247	DUX4L6	1405	1275	0.038638214	True	1405	1	1405
chr4	190998908	191000312	190998973	191000247	DUX4L8	1405	1275	0.038638214	True	1405	1	1405
chr4	191002208	191003606	191002273	191003541	DUX4L4	1399	1269	0.153846892	True	1252	0.8949	874
chr4	191005502	191006906	191005567	191006841	DUX4	1405	1275	0.038638214	True	1405	1	1405
chr4	191005502	191006906	191005567	191006841	DUX4L2	1405	1275	0.038638214	True	1405	1	1405
chr4	191005502	191006906	191005567	191006841	DUX4L3	1405	1275	0.038638214	True	1405	1	1405
chr4	191005502	191006906	191005567	191006841	DUX4L5	1405	1275	0.038638214	True	1405	1	1405
chr4	191005502	191006906	191005567	191006841	DUX4L6	1405	1275	0.038638214	True	1405	1	1405
chr4	191005502	191006906	191005567	191006841	DUX4L8	1405	1275	0.038638214	True	1405	1	1405
chr4	191008795	191010199	191008860	191010134	DUX4	1405	1275	0.038638214	True	1405	1	1405
chr4	191008795	191010199	191008860	191010134	DUX4L2	1405	1275	0.038638214	True	1405	1	1405
chr4	191008795	191010199	191008860	191010134	DUX4L3	1405	1275	0.038638214	True	1405	1	1405
chr4	191008795	191010199	191008860	191010134	DUX4L5	1405	1275	0.038638214	True	1405	1	1405
chr4	191008795	191010199	191008860	191010134	DUX4L6	1405	1275	0.038638214	True	1405	1	1405
chr4	191008795	191010199	191008860	191010134	DUX4L8	1405	1275	0.038638214	True	1405	1	1405
chr4	191012095	191013499	191012160	191013434	DUX4	1405	1275	0.038638214	True	1405	1	1405
chr4	191012095	191013499	191012160	191013434	DUX4L2	1405	1275	0.038638214	True	1405	1	1405
chr4	191012095	191013499	191012160	191013434	DUX4L3	1405	1275	0.038638214	True	1405	1	1405
chr4	191012095	191013499	191012160	191013434	DUX4L5	1405	1275	0.038638214	True	1405	1	1405
chr4	191012095	191013499	191012160	191013434	DUX4L6	1405	1275	0.038638214	True	1405	1	1405
chr4	191012095	191013499	191012160	191013434	DUX4L8	1405	1275	0.038638214	True	1405	1	1405
