#chrom	chromStart	chromEnd
chr3	188488131	188488132
chr3	188922720	188922721
chr3	189158124	189158125
chr3	189158126	189158127
chr3	189158128	189158129
chr3	189158129	189158130
chr3	189158140	189158141
chr3	189158178	189158179
chr3	189158266	189158267
chr3	189158270	189158271
chr3	189295677	189295678
chr3	189400324	189400325
chr3	189575917	189575918
chr3	189575918	189575919
chr3	189758870	189758871
chr3	189758872	189758873
chr3	190097927	190097928
chr3	190670367	190670368
chr3	190670369	190670370
chr3	190868378	190868379
chr3	191067754	191067755
chr3	191180802	191180803
chr3	191180808	191180809
chr3	191470840	191470841
chr3	191780773	191780774
chr3	191876461	191876462
chr3	191885558	191885559
chr3	192230627	192230628
chr3	192735665	192735666
chr3	193536242	193536243
chr3	193606756	193606757
chr3	193606757	193606758
chr3	193757593	193757594
chr3	193757597	193757598
chr3	193870089	193870090
chr3	193870132	193870133
chr3	193897601	193897602
chr3	193985061	193985062
chr3	194096192	194096193
chr3	194096193	194096194
chr3	194831001	194831002
chr3	195145013	195145014
chr3	195145015	195145016
chr3	195145017	195145018
chr3	195222247	195222248
chr3	195311022	195311023
chr3	195369830	195369831
chr3	195380791	195380792
chr3	195380793	195380794
chr3	195394534	195394535
chr3	195408607	195408608
chr3	195408609	195408610
chr3	195420217	195420218
chr3	195445765	195445766
chr3	195499250	195499251
chr3	195499277	195499278
chr3	195505787	195505788
chr3	195667851	195667852
chr3	195755297	195755298
chr3	195811278	195811279
chr3	195811284	195811285
chr3	196033117	196033118
chr3	196151253	196151254
chr3	196229470	196229471
chr3	196297577	196297578
chr3	196345386	196345387
chr3	196478544	196478545
chr3	196531676	196531677
chr3	197562368	197562369
chr3	197783928	197783929
chr3	197849221	197849222
chr3	197849222	197849223
chr4	27537	27538
chr4	47521	47522
chr4	61045	61046
chr4	1183776	1183777
chr4	1763165	1763166
chr4	1763254	1763255
chr4	2039958	2039959
chr4	2123176	2123177
chr4	2301384	2301385
chr4	2336462	2336463
chr4	2336466	2336467
chr4	2400424	2400425
chr4	2423073	2423074
chr4	3491720	3491721
chr4	3492377	3492378
chr4	3492381	3492382
chr4	3544751	3544752
chr4	3544757	3544758
chr4	3572550	3572551
chr4	3572551	3572552
chr4	3572556	3572557
chr4	3580678	3580679
chr4	3593531	3593532
chr4	3593541	3593542
chr4	3595813	3595814
chr4	3598407	3598408
chr4	3635018	3635019
chr4	3816599	3816600
chr4	3816769	3816770
chr4	3921032	3921033
chr4	3921033	3921034
chr4	4056110	4056111
chr4	4070345	4070346
chr4	4070451	4070452
chr4	4070460	4070461
chr4	4070461	4070462
chr4	4070463	4070464
chr4	4100105	4100106
chr4	4100107	4100108
chr4	4183863	4183864
chr4	4183864	4183865
chr4	4200919	4200920
chr4	4200935	4200936
chr4	4228007	4228008
chr4	4353224	4353225
chr4	4373137	4373138
chr4	5161336	5161337
chr4	5207431	5207432
chr4	5708119	5708120
chr4	5708129	5708130
chr4	5750505	5750506
chr4	6484859	6484860
chr4	6514061	6514062
chr4	6514082	6514083
chr4	6934996	6934997
chr4	6935006	6935007
chr4	7064212	7064213
chr4	7117283	7117284
chr4	7388027	7388028
chr4	7498163	7498164
chr4	7498166	7498167
chr4	7678528	7678529
chr4	7678533	7678534
chr4	7685151	7685152
chr4	7726315	7726316
chr4	7865675	7865676
chr4	7865699	7865700
chr4	8577792	8577793
chr4	8577797	8577798
chr4	8613911	8613912
chr4	8613915	8613916
chr4	9113446	9113447
chr4	9136895	9136896
chr4	9143764	9143765
chr4	9254671	9254672
chr4	9674053	9674054
chr4	9720267	9720268
chr4	9739965	9739966
chr4	9933585	9933586
chr4	10031212	10031213
chr4	10202691	10202692
chr4	10432060	10432061
chr4	10485216	10485217
chr4	10618401	10618402
chr4	11089096	11089097
chr4	11470104	11470105
chr4	11494789	11494790
chr4	11602217	11602218
chr4	11719062	11719063
chr4	12015042	12015043
chr4	12154331	12154332
chr4	12183565	12183566
chr4	12616005	12616006
chr4	12715649	12715650
chr4	12982151	12982152
chr4	14288142	14288143
chr4	14288145	14288146
chr4	14288150	14288151
chr4	14448783	14448784
chr4	14493293	14493294
chr4	14493300	14493301
chr4	14493375	14493376
chr4	14493376	14493377
chr4	14591446	14591447
chr4	14639589	14639590
chr4	15351922	15351923
chr4	15351926	15351927
chr4	15351928	15351929
chr4	15527096	15527097
chr4	15527097	15527098
chr4	15893969	15893970
chr4	16043389	16043390
chr4	16111936	16111937
chr4	16111937	16111938
chr4	16306157	16306158
chr4	16314135	16314136
chr4	16398820	16398821
chr4	16741241	16741242
chr4	16741244	16741245
chr4	16741246	16741247
chr4	16873239	16873240
chr4	16907582	16907583
chr4	17470497	17470498
chr4	18370461	18370462
chr4	19144669	19144670
chr4	19234380	19234381
chr4	20069744	20069745
chr4	20124822	20124823
chr4	20124824	20124825
chr4	20124838	20124839
chr4	20473974	20473975
chr4	20473975	20473976
chr4	20473980	20473981
chr4	20473998	20473999
chr4	20474168	20474169
chr4	20474169	20474170
chr4	20474204	20474205
chr4	20474216	20474217
chr4	20474221	20474222
chr4	21017262	21017263
chr4	21590778	21590779
chr4	21590806	21590807
chr4	21590809	21590810
chr4	21590811	21590812
chr4	21590818	21590819
chr4	21590881	21590882
chr4	21696565	21696566
chr4	22319352	22319353
chr4	22641846	22641847
chr4	23180284	23180285
chr4	23222936	23222937
chr4	23422538	23422539
chr4	23531047	23531048
chr4	23949018	23949019
chr4	24357836	24357837
chr4	24907991	24907992
chr4	24908011	24908012
chr4	25453088	25453089
chr4	25497594	25497595
chr4	25599668	25599669
chr4	26158240	26158241
chr4	26158715	26158716
chr4	26158725	26158726
chr4	26318131	26318132
chr4	26473241	26473242
chr4	26675045	26675046
chr4	27125693	27125694
chr4	27196244	27196245
chr4	27196261	27196262
chr4	27731415	27731416
chr4	27732907	27732908
chr4	27795489	27795490
chr4	27805346	27805347
chr4	28258220	28258221
chr4	28511261	28511262
chr4	28511305	28511306
chr4	28511309	28511310
chr4	28511313	28511314
chr4	28511317	28511318
chr4	28665272	28665273
chr4	29123929	29123930
chr4	29280735	29280736
chr4	29302516	29302517
chr4	29510160	29510161
chr4	30280255	30280256
chr4	30280256	30280257
chr4	30280258	30280259
chr4	30621212	30621213
chr4	30664034	30664035
chr4	31751216	31751217
chr4	31820009	31820010
chr4	31920354	31920355
chr4	32431987	32431988
chr4	33843456	33843457
chr4	33843809	33843810
chr4	33845055	33845056
chr4	34718227	34718228
chr4	34867336	34867337
chr4	34867338	34867339
chr4	34867340	34867341
chr4	34867342	34867343
chr4	34867344	34867345
chr4	34984009	34984010
chr4	35204706	35204707
chr4	35204713	35204714
chr4	35271569	35271570
chr4	35695583	35695584
chr4	35703472	35703473
chr4	36015930	36015931
chr4	36032417	36032418
chr4	36158056	36158057
chr4	36158064	36158065
chr4	36486543	36486544
chr4	36541758	36541759
chr4	36541762	36541763
chr4	36971467	36971468
chr4	37002752	37002753
chr4	37160947	37160948
chr4	37350294	37350295
chr4	37572977	37572978
chr4	37606431	37606432
chr4	37842582	37842583
chr4	37842584	37842585
chr4	37842698	37842699
chr4	38199390	38199391
chr4	38463579	38463580
chr4	38755997	38755998
chr4	38810536	38810537
chr4	39020646	39020647
chr4	39020652	39020653
chr4	39033510	39033511
chr4	39033516	39033517
chr4	39033525	39033526
chr4	39071049	39071050
chr4	39403656	39403657
chr4	39691486	39691487
chr4	39691497	39691498
chr4	39691499	39691500
chr4	39691501	39691502
chr4	39696897	39696898
chr4	39758630	39758631
chr4	39800349	39800350
chr4	40032039	40032040
chr4	40034685	40034686
chr4	40034694	40034695
chr4	40034742	40034743
chr4	40034744	40034745
chr4	40034749	40034750
chr4	40034758	40034759
chr4	40034769	40034770
chr4	40299693	40299694
chr4	40585403	40585404
chr4	40909364	40909365
chr4	40909383	40909384
chr4	41119296	41119297
chr4	41337793	41337794
chr4	42557155	42557156
chr4	43587896	43587897
chr4	44339695	44339696
chr4	45027420	45027421
chr4	45027422	45027423
chr4	45027425	45027426
chr4	45027663	45027664
chr4	45028689	45028690
chr4	45290463	45290464
chr4	45617559	45617560
chr4	45723688	45723689
chr4	45723689	45723690
chr4	45825036	45825037
chr4	45914747	45914748
chr4	45914750	45914751
chr4	45971731	45971732
chr4	46078377	46078378
chr4	47015155	47015156
chr4	47489243	47489244
chr4	47530525	47530526
chr4	47530527	47530528
chr4	47620361	47620362
chr4	47634741	47634742
chr4	47634748	47634749
chr4	48106578	48106579
chr4	48162858	48162859
chr4	48294741	48294742
chr4	48981491	48981492
chr4	49087915	49087916
chr4	49094668	49094669
chr4	49095378	49095379
chr4	49097863	49097864
chr4	49097864	49097865
chr4	49097865	49097866
chr4	49097866	49097867
chr4	49097867	49097868
chr4	49098475	49098476
chr4	49098484	49098485
chr4	49099667	49099668
chr4	49100885	49100886
chr4	49101537	49101538
chr4	49103287	49103288
chr4	49103291	49103292
chr4	49103311	49103312
chr4	49104025	49104026
chr4	49105608	49105609
chr4	49105609	49105610
chr4	49105610	49105611
chr4	49106500	49106501
chr4	49106503	49106504
chr4	49106516	49106517
chr4	49106816	49106817
chr4	49107583	49107584
chr4	49107584	49107585
chr4	49107816	49107817
chr4	49108019	49108020
chr4	49108021	49108022
chr4	49108023	49108024
chr4	49109108	49109109
chr4	49110349	49110350
chr4	49111940	49111941
chr4	49112435	49112436
chr4	49115790	49115791
chr4	49118554	49118555
chr4	49118983	49118984
chr4	49120732	49120733
chr4	49121283	49121284
chr4	49121296	49121297
chr4	49121297	49121298
chr4	49123288	49123289
chr4	49123312	49123313
chr4	49123317	49123318
chr4	49128499	49128500
chr4	49131359	49131360
chr4	49142442	49142443
chr4	49145022	49145023
chr4	49151970	49151971
chr4	49152450	49152451
chr4	49152883	49152884
chr4	49152886	49152887
chr4	49156106	49156107
chr4	49156661	49156662
chr4	49157603	49157604
chr4	49157930	49157931
chr4	49160438	49160439
chr4	49186595	49186596
chr4	49209642	49209643
chr4	49221034	49221035
chr4	49221636	49221637
chr4	49236765	49236766
chr4	49246085	49246086
chr4	49268343	49268344
chr4	49268344	49268345
chr4	49302465	49302466
chr4	49508527	49508528
chr4	49533739	49533740
chr4	49607963	49607964
chr4	49633415	49633416
chr4	49634873	49634874
chr4	49634887	49634888
chr4	49634893	49634894
chr4	49635907	49635908
chr4	49639338	49639339
chr4	49641419	49641420
chr4	49645927	49645928
chr4	49646828	49646829
chr4	49646832	49646833
chr4	49650374	49650375
chr4	49650549	49650550
chr4	49651792	49651793
chr4	49652266	49652267
chr4	49653746	49653747
chr4	49657016	49657017
chr4	49658125	49658126
chr4	49659107	49659108
chr4	49659548	49659549
chr4	49659669	49659670
chr4	52913980	52913981
chr4	53254105	53254106
chr4	53394652	53394653
chr4	54073661	54073662
chr4	54073683	54073684
chr4	54212443	54212444
chr4	54751332	54751333
chr4	54751338	54751339
chr4	54751344	54751345
chr4	54751350	54751351
chr4	54751362	54751363
chr4	54876130	54876131
chr4	54902957	54902958
chr4	55036103	55036104
chr4	55036104	55036105
chr4	55625373	55625374
chr4	55625389	55625390
chr4	55688484	55688485
chr4	55808904	55808905
chr4	55808905	55808906
chr4	55808906	55808907
chr4	55808907	55808908
chr4	55808908	55808909
chr4	55808909	55808910
chr4	55808910	55808911
chr4	55808911	55808912
chr4	55820346	55820347
chr4	56090368	56090369
chr4	56266484	56266485
chr4	56268554	56268555
chr4	56286305	56286306
chr4	56286309	56286310
chr4	56408534	56408535
chr4	56424115	56424116
chr4	56470154	56470155
chr4	56470155	56470156
chr4	56470700	56470701
chr4	57240533	57240534
chr4	57552122	57552123
chr4	57724653	57724654
chr4	57724655	57724656
chr4	57809036	57809037
chr4	58001563	58001564
chr4	58060815	58060816
chr4	58242682	58242683
chr4	58295422	58295423
chr4	58977044	58977045
chr4	58987440	58987441
chr4	59060311	59060312
chr4	59194048	59194049
chr4	59308906	59308907
chr4	59628276	59628277
chr4	59628290	59628291
chr4	59628308	59628309
chr4	59668250	59668251
chr4	59809755	59809756
chr4	60666816	60666817
chr4	60988969	60988970
chr4	61366360	61366361
chr4	61741018	61741019
chr4	61741019	61741020
chr4	61741022	61741023
chr4	61741024	61741025
chr4	61741025	61741026
chr4	61741026	61741027
chr4	61741027	61741028
chr4	61741028	61741029
chr4	61741029	61741030
chr4	61741031	61741032
chr4	61991485	61991486
chr4	62145824	62145825
chr4	62298287	62298288
chr4	63137239	63137240
chr4	64314030	64314031
chr4	64445496	64445497
chr4	64715636	64715637
chr4	64783606	64783607
chr4	64783611	64783612
chr4	64783625	64783626
chr4	64805330	64805331
chr4	65180307	65180308
chr4	65484464	65484465
chr4	65554236	65554237
chr4	65788632	65788633
chr4	65954055	65954056
chr4	65954061	65954062
chr4	65954094	65954095
chr4	66104503	66104504
chr4	66214376	66214377
chr4	66214416	66214417
chr4	66267623	66267624
chr4	66375925	66375926
chr4	66441805	66441806
chr4	66441815	66441816
chr4	66958008	66958009
chr4	68264939	68264940
chr4	68344378	68344379
chr4	68344382	68344383
chr4	68654225	68654226
chr4	68722988	68722989
chr4	69605537	69605538
chr4	69605538	69605539
chr4	69605539	69605540
chr4	69861865	69861866
chr4	69867265	69867266
chr4	69996451	69996452
chr4	70212633	70212634
chr4	70216267	70216268
chr4	70682995	70682996
chr4	70948056	70948057
chr4	71240548	71240549
chr4	71382041	71382042
chr4	71382042	71382043
chr4	71382052	71382053
chr4	71382119	71382120
chr4	71382120	71382121
chr4	71449117	71449118
chr4	71689684	71689685
chr4	71718781	71718782
chr4	72550897	72550898
chr4	72550898	72550899
chr4	72728644	72728645
chr4	72795786	72795787
chr4	72903120	72903121
chr4	73415706	73415707
chr4	73415707	73415708
chr4	73415708	73415709
chr4	73415802	73415803
chr4	73415808	73415809
chr4	74539896	74539897
chr4	74539942	74539943
chr4	74539943	74539944
chr4	74539944	74539945
chr4	74539984	74539985
chr4	74539985	74539986
chr4	75014101	75014102
chr4	75055202	75055203
chr4	75426360	75426361
chr4	75674888	75674889
chr4	76058325	76058326
chr4	77765911	77765912
chr4	77822004	77822005
chr4	77822018	77822019
chr4	77937783	77937784
chr4	78744211	78744212
chr4	79404925	79404926
chr4	79404927	79404928
chr4	79404929	79404930
chr4	79404931	79404932
chr4	79404933	79404934
chr4	79404935	79404936
chr4	79439601	79439602
chr4	79967982	79967983
chr4	79967986	79967987
chr4	80416538	80416539
chr4	80416540	80416541
chr4	80818315	80818316
chr4	80841035	80841036
chr4	80902091	80902092
chr4	83489335	83489336
chr4	83494940	83494941
chr4	83600411	83600412
chr4	83600434	83600435
chr4	83600437	83600438
chr4	84100879	84100880
chr4	84220517	84220518
chr4	84220518	84220519
chr4	84415840	84415841
chr4	84415842	84415843
chr4	84483331	84483332
chr4	84564484	84564485
chr4	84805991	84805992
chr4	84805992	84805993
chr4	86026807	86026808
chr4	86146809	86146810
chr4	86628569	86628570
chr4	86645637	86645638
chr4	87805451	87805452
chr4	87805452	87805453
chr4	87840468	87840469
chr4	87943727	87943728
chr4	87943731	87943732
chr4	87943733	87943734
chr4	87943737	87943738
chr4	87943747	87943748
chr4	87943751	87943752
chr4	87943753	87943754
chr4	87943755	87943756
chr4	88048314	88048315
chr4	88300099	88300100
chr4	88586286	88586287
chr4	88588529	88588530
chr4	88641097	88641098
chr4	90023476	90023477
chr4	90029699	90029700
chr4	90742434	90742435
chr4	90742453	90742454
chr4	91035061	91035062
chr4	92687431	92687432
chr4	92920529	92920530
chr4	92920531	92920532
chr4	95163891	95163892
chr4	95580640	95580641
chr4	96008151	96008152
chr4	96369348	96369349
chr4	96369350	96369351
chr4	97569622	97569623
chr4	97596258	97596259
chr4	99471772	99471773
chr4	99472643	99472644
chr4	99874279	99874280
chr4	99913178	99913179
chr4	100032577	100032578
chr4	100259549	100259550
chr4	100394800	100394801
chr4	100498762	100498763
chr4	100510162	100510163
chr4	100510188	100510189
chr4	100787089	100787090
chr4	100787123	100787124
chr4	101099879	101099880
chr4	101099882	101099883
chr4	102713622	102713623
chr4	102773626	102773627
chr4	102773657	102773658
chr4	102928235	102928236
chr4	103812010	103812011
chr4	104227324	104227325
chr4	104332523	104332524
chr4	105064588	105064589
chr4	105064592	105064593
chr4	105064595	105064596
chr4	106205221	106205222
chr4	106437634	106437635
chr4	107976356	107976357
chr4	107976362	107976363
chr4	108063175	108063176
chr4	109098847	109098848
chr4	109098850	109098851
chr4	109197060	109197061
chr4	109197062	109197063
chr4	109668279	109668280
chr4	110132442	110132443
chr4	110132444	110132445
chr4	110641747	110641748
chr4	110641757	110641758
chr4	111005157	111005158
chr4	111005158	111005159
chr4	111005199	111005200
chr4	111005274	111005275
chr4	111005468	111005469
chr4	111005472	111005473
chr4	111005571	111005572
chr4	111260220	111260221
chr4	111429443	111429444
chr4	111853550	111853551
chr4	112495893	112495894
chr4	112583760	112583761
chr4	112583765	112583766
chr4	112583771	112583772
chr4	112583772	112583773
chr4	112583773	112583774
chr4	112583785	112583786
chr4	112830896	112830897
chr4	113712618	113712619
chr4	113731276	113731277
chr4	114001053	114001054
chr4	115057724	115057725
chr4	115441900	115441901
chr4	115441940	115441941
chr4	115442049	115442050
chr4	115442058	115442059
chr4	115654837	115654838
chr4	115654860	115654861
chr4	116381135	116381136
chr4	116544020	116544021
chr4	116686479	116686480
chr4	116843592	116843593
chr4	117420427	117420428
chr4	117420824	117420825
chr4	117420830	117420831
chr4	117420831	117420832
chr4	117420832	117420833
chr4	117420838	117420839
chr4	117805715	117805716
chr4	117940567	117940568
chr4	117940568	117940569
chr4	118494498	118494499
chr4	119148393	119148394
chr4	120730983	120730984
chr4	121288864	121288865
chr4	122286720	122286721
chr4	122286735	122286736
chr4	122341484	122341485
chr4	122358432	122358433
chr4	122358445	122358446
chr4	122423932	122423933
chr4	122906529	122906530
chr4	122906535	122906536
chr4	123812195	123812196
chr4	123995598	123995599
chr4	124016233	124016234
chr4	125412244	125412245
chr4	125775118	125775119
chr4	126203053	126203054
chr4	127022324	127022325
chr4	127022325	127022326
chr4	127022326	127022327
chr4	127022327	127022328
chr4	127022386	127022387
chr4	127022571	127022572
chr4	127022584	127022585
chr4	127061157	127061158
chr4	127747724	127747725
chr4	127881953	127881954
chr4	128613114	128613115
chr4	129293953	129293954
chr4	129543926	129543927
chr4	130134218	130134219
chr4	130142806	130142807
chr4	130142807	130142808
chr4	130142808	130142809
chr4	130142809	130142810
chr4	130232477	130232478
chr4	130425498	130425499
chr4	130496080	130496081
chr4	130496082	130496083
chr4	130496084	130496085
chr4	130496086	130496087
chr4	130616184	130616185
chr4	131037238	131037239
chr4	131463693	131463694
chr4	132174426	132174427
chr4	132719174	132719175
chr4	132934627	132934628
chr4	133639375	133639376
chr4	134132407	134132408
chr4	134794209	134794210
chr4	134794398	134794399
chr4	134794399	134794400
chr4	135400212	135400213
chr4	135479105	135479106
chr4	135479106	135479107
chr4	135929097	135929098
chr4	136338200	136338201
chr4	136399787	136399788
chr4	137404831	137404832
chr4	137588755	137588756
chr4	137653387	137653388
chr4	137955801	137955802
chr4	138217076	138217077
chr4	138399105	138399106
chr4	138866047	138866048
chr4	140170924	140170925
chr4	140357314	140357315
chr4	140500191	140500192
chr4	140587267	140587268
chr4	140868070	140868071
chr4	141276364	141276365
chr4	141276377	141276378
chr4	141532672	141532673
chr4	141786632	141786633
chr4	141817851	141817852
chr4	141817865	141817866
chr4	141817868	141817869
chr4	142098629	142098630
chr4	142347488	142347489
chr4	142823434	142823435
chr4	142863193	142863194
chr4	142863194	142863195
chr4	142863195	142863196
chr4	142863198	142863199
chr4	143113485	143113486
chr4	143466845	143466846
chr4	143466847	143466848
chr4	143938146	143938147
chr4	144517040	144517041
chr4	144925725	144925726
chr4	146242517	146242518
chr4	146242521	146242522
chr4	147093312	147093313
chr4	147248072	147248073
chr4	147277204	147277205
chr4	147650010	147650011
chr4	148023740	148023741
chr4	148342495	148342496
chr4	150190523	150190524
chr4	150264228	150264229
chr4	150290167	150290168
chr4	150364106	150364107
chr4	150402846	150402847
chr4	151105749	151105750
chr4	151116531	151116532
chr4	151116533	151116534
chr4	151116568	151116569
chr4	151116586	151116587
chr4	151365027	151365028
chr4	151392026	151392027
chr4	151560936	151560937
chr4	151560962	151560963
chr4	151726693	151726694
chr4	152116548	152116549
chr4	152134834	152134835
chr4	152188323	152188324
chr4	152188327	152188328
chr4	152196990	152196991
chr4	152196993	152196994
chr4	152196996	152196997
chr4	152619092	152619093
chr4	153538682	153538683
chr4	153761862	153761863
chr4	153810916	153810917
chr4	154165572	154165573
chr4	154165578	154165579
chr4	154584237	154584238
chr4	154655818	154655819
chr4	154655822	154655823
chr4	155363677	155363678
chr4	156511186	156511187
chr4	156556207	156556208
chr4	156869216	156869217
chr4	158169718	158169719
chr4	158259192	158259193
chr4	159349511	159349512
chr4	159391176	159391177
chr4	159450398	159450399
chr4	159621723	159621724
chr4	160202822	160202823
chr4	160412269	160412270
chr4	160503012	160503013
chr4	160540020	160540021
chr4	160762038	160762039
chr4	160762040	160762041
chr4	160762042	160762043
chr4	161107546	161107547
chr4	161107548	161107549
chr4	161647703	161647704
chr4	162220521	162220522
chr4	162914089	162914090
chr4	162987449	162987450
chr4	163010799	163010800
chr4	163010802	163010803
chr4	163014098	163014099
chr4	163187913	163187914
chr4	163187919	163187920
chr4	163266702	163266703
chr4	163273146	163273147
chr4	163273148	163273149
chr4	163273150	163273151
chr4	163273152	163273153
chr4	163578529	163578530
chr4	163617081	163617082
chr4	164366728	164366729
chr4	164654398	164654399
chr4	164779255	164779256
chr4	164833217	164833218
chr4	164856848	164856849
chr4	165098116	165098117
chr4	165098125	165098126
chr4	165098127	165098128
chr4	165098129	165098130
chr4	165098131	165098132
chr4	165367582	165367583
chr4	165427977	165427978
chr4	165826486	165826487
chr4	165831375	165831376
chr4	166185881	166185882
chr4	166185883	166185884
chr4	166185891	166185892
chr4	166232954	166232955
chr4	166264330	166264331
chr4	166402163	166402164
chr4	166402165	166402166
chr4	167587105	167587106
chr4	168309573	168309574
chr4	168309658	168309659
chr4	168457547	168457548
chr4	168537106	168537107
chr4	168584845	168584846
chr4	168725645	168725646
chr4	169192021	169192022
chr4	169662490	169662491
chr4	169692219	169692220
chr4	169692221	169692222
chr4	169731976	169731977
chr4	169849476	169849477
chr4	169855422	169855423
chr4	170000032	170000033
chr4	170512305	170512306
chr4	170658419	170658420
chr4	172044059	172044060
chr4	172955539	172955540
chr4	172990650	172990651
chr4	173063061	173063062
chr4	173127964	173127965
chr4	173688808	173688809
chr4	173792747	173792748
chr4	174570541	174570542
chr4	176054154	176054155
chr4	177140733	177140734
chr4	177198808	177198809
chr4	177438170	177438171
chr4	177521275	177521276
chr4	177944613	177944614
chr4	177993406	177993407
chr4	178005828	178005829
chr4	178106098	178106099
chr4	178357006	178357007
chr4	178432552	178432553
chr4	178451695	178451696
chr4	178657828	178657829
chr4	178657829	178657830
chr4	178711256	178711257
chr4	178711258	178711259
chr4	178829755	178829756
chr4	179048617	179048618
chr4	180109998	180109999
chr4	180262922	180262923
chr4	180799651	180799652
chr4	181128040	181128041
chr4	181166182	181166183
chr4	181166183	181166184
chr4	182003542	182003543
chr4	182003550	182003551
chr4	182086398	182086399
chr4	182157922	182157923
chr4	182174844	182174845
chr4	182473038	182473039
chr4	182526737	182526738
chr4	182526740	182526741
chr4	183021954	183021955
chr4	183021958	183021959
chr4	183021960	183021961
chr4	183021972	183021973
chr4	183021990	183021991
chr4	183021992	183021993
chr4	183021994	183021995
chr4	183022011	183022012
chr4	183083004	183083005
chr4	183160183	183160184
chr4	183572067	183572068
chr4	183572069	183572070
chr4	183881727	183881728
chr4	183892299	183892300
chr4	183910092	183910093
chr4	183934569	183934570
chr4	183968757	183968758
chr4	183968760	183968761
chr4	184075153	184075154
chr4	184271179	184271180
chr4	184812505	184812506
chr4	184812506	184812507
chr4	185030384	185030385
chr4	185052387	185052388
chr4	185083708	185083709
chr4	185178538	185178539
chr4	185191969	185191970
chr4	185294052	185294053
chr4	185421507	185421508
chr4	186977779	186977780
chr4	187036441	187036442
chr4	187367823	187367824
chr4	187531834	187531835
chr4	187531837	187531838
chr4	187567117	187567118
chr4	187826504	187826505
chr4	187997672	187997673
chr4	188433969	188433970
chr4	188433971	188433972
chr4	188433973	188433974
chr4	188438437	188438438
chr4	188507170	188507171
chr4	188589736	188589737
chr4	188987881	188987882
chr4	189287816	189287817
chr4	189287818	189287819
chr4	189375661	189375662
chr4	189424522	189424523
chr4	189424526	189424527
chr4	189732633	189732634
chr4	189972602	189972603
chr4	190228529	190228530
chr4	190285273	190285274
chr4	190508894	190508895
chr4	190509011	190509012
chr4	190509790	190509791
chr4	190514044	190514045
chr4	190538991	190538992
chr4	190551024	190551025
chr4	190551037	190551038
chr4	190551719	190551720
chr4	190552958	190552959
chr4	190552985	190552986
chr4	190563628	190563629
chr4	190581053	190581054
chr4	190584520	190584521
chr4	190596309	190596310
chr4	190614723	190614724
chr4	190630559	190630560
chr4	190661310	190661311
chr4	190662127	190662128
chr4	190662128	190662129
chr4	190684122	190684123
chr4	190731904	190731905
chr4	190731907	190731908
chr4	190797864	190797865
chr4	190805154	190805155
chr4	190815198	190815199
chr4	190815258	190815259
chr4	190815260	190815261
chr4	190815263	190815264
chr4	190815273	190815274
chr4	190815758	190815759
chr4	190815931	190815932
chr4	190815937	190815938
chr4	190827089	190827090
chr4	190832282	190832283
chr4	190860976	190860977
chr4	190874369	190874370
chr4	190879242	190879243
chr4	190895963	190895964
chr4	190897867	190897868
chr4	190898399	190898400
chr4	190898660	190898661
chr4	191036825	191036826
chr4	191043820	191043821
chr4	191043936	191043937
chr5	73145	73146
chr5	196749	196750
chr5	443331	443332
chr5	444907	444908
chr5	444919	444920
chr5	444924	444925
chr5	444926	444927
chr5	628870	628871
chr5	1045091	1045092
chr5	1112459	1112460
chr5	1307482	1307483
chr5	1307483	1307484
chr5	1307493	1307494
chr5	1307497	1307498
chr5	1570392	1570393
chr5	1870480	1870481
chr5	1870481	1870482
chr5	2083672	2083673
chr5	2491040	2491041
chr5	2491069	2491070
chr5	2885176	2885177
chr5	3276562	3276563
chr5	3450181	3450182
chr5	3577922	3577923
chr5	3577924	3577925
chr5	3701015	3701016
chr5	3701023	3701024
chr5	3970090	3970091
chr5	3970092	3970093
chr5	4275005	4275006
chr5	4275007	4275008
chr5	4275009	4275010
chr5	4444509	4444510
chr5	5435790	5435791
chr5	5435796	5435797
chr5	5634358	5634359
chr5	5634359	5634360
chr5	5769864	5769865
chr5	5775102	5775103
chr5	6056223	6056224
chr5	6246333	6246334
chr5	6312843	6312844
chr5	6544095	6544096
chr5	7037697	7037698
chr5	7037699	7037700
chr5	7260650	7260651
chr5	7798695	7798696
chr5	8004943	8004944
chr5	8005102	8005103
chr5	8015707	8015708
chr5	8015780	8015781
chr5	8925164	8925165
chr5	9162671	9162672
chr5	9382086	9382087
chr5	9384682	9384683
chr5	9561136	9561137
chr5	9561184	9561185
chr5	11382712	11382713
chr5	11480752	11480753
chr5	11585589	11585590
chr5	11770519	11770520
chr5	12070124	12070125
chr5	12836358	12836359
chr5	12953545	12953546
chr5	12953548	12953549
chr5	12975748	12975749
chr5	13029195	13029196
chr5	13029196	13029197
chr5	13374229	13374230
chr5	13664581	13664582
chr5	13816670	13816671
chr5	14207372	14207373
chr5	14224763	14224764
chr5	14618486	14618487
chr5	15830592	15830593
chr5	17040000	17040001
chr5	17063301	17063302
chr5	17726375	17726376
chr5	17903270	17903271
chr5	17979613	17979614
chr5	18560585	18560586
chr5	18560587	18560588
chr5	18560588	18560589
chr5	19149852	19149853
chr5	19149855	19149856
chr5	19157802	19157803
chr5	19353852	19353853
chr5	19755534	19755535
chr5	20501655	20501656
chr5	20793497	20793498
chr5	20840486	20840487
chr5	21142155	21142156
chr5	21142158	21142159
chr5	21142159	21142160
chr5	21160180	21160181
